month,vertical,category_name,region_name,dau
2022-02-01,GEN,Perfume,Da Nang,50159
2022-02-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,51776
2021-12-01,GEN,Clothes,Da Nang,51819
2021-12-01,ELT,ELECTRONICS,Da Nang,66799
2021-12-01,ELT,"Computers, Laptops",Da Nang,54093
2021-12-01,GEN,Shoes,Da Nang,51321
2021-12-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,52100
2022-01-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,52185
2022-01-01,ELT,Mobile Phones,Da Nang,64648
2022-01-01,ELT,ELECTRONICS,Da Nang,65756
2022-01-01,GEN,Other accessories,Da Nang,50949
2022-04-01,GEN,Perfume,Da Nang,50175
2022-04-01,ELT,ELECTRONICS,Da Nang,62440
2022-04-01,ELT,Mobile Phones,Da Nang,62120
2022-04-01,ELT,"TV, Speakers, MP3 players",Da Nang,55026
2022-04-01,ELT,Tablets,Da Nang,51963
2022-04-01,GEN,Clothes,Da Nang,51111
2022-05-01,GEN,Shoes,Da Nang,51026
2022-05-01,ELT,"TV, Speakers, MP3 players",Da Nang,54986
2022-05-01,GEN,Perfume,Da Nang,50166
2022-05-01,GEN,Other accessories,Da Nang,50765
2022-05-01,GEN,Bags,Da Nang,50433
2022-05-01,ELT,ELECTRONICS,Da Nang,62051
2022-05-01,ELT,"Computers, Laptops",Da Nang,52685
2022-05-01,ELT,Mobile Phones,Da Nang,61715
2021-10-01,GEN,Perfume,Da Nang,50133
2021-03-01,GEN,Perfume,Da Nang,50228
2021-11-01,GEN,Perfume,Da Nang,50186
2021-07-01,GEN,Perfume,Da Nang,50179
2021-09-01,GEN,Perfume,Da Nang,50047
2021-04-01,GEN,Perfume,Da Nang,50191
2021-08-01,GEN,Perfume,Da Nang,50076
2021-09-01,GEN,Other accessories,Da Nang,50247
2021-02-01,GEN,Other accessories,Da Nang,50797
2021-08-01,GEN,Other accessories,Da Nang,50519
2021-05-01,GEN,Other accessories,Da Nang,51102
2021-01-01,GEN,Other accessories,Da Nang,51112
2021-04-01,GEN,Other accessories,Da Nang,50974
2021-09-01,ELT,ELECTRONICS,Da Nang,58114
2021-02-01,ELT,ELECTRONICS,Da Nang,62038
2021-10-01,ELT,ELECTRONICS,Da Nang,65250
2021-04-01,ELT,Mobile Phones,Da Nang,64815
2021-07-01,ELT,Mobile Phones,Da Nang,62945
2021-01-01,ELT,Mobile Phones,Da Nang,65226
2021-06-01,ELT,Mobile Phones,Da Nang,62617
2021-03-01,ELT,Mobile Phones,Da Nang,65868
2021-05-01,ELT,"TV, Speakers, MP3 players",Da Nang,55848
2021-04-01,ELT,"TV, Speakers, MP3 players",Da Nang,55704
2021-11-01,ELT,"TV, Speakers, MP3 players",Da Nang,56302
2021-06-01,ELT,"TV, Speakers, MP3 players",Da Nang,55079
2021-07-01,ELT,"TV, Speakers, MP3 players",Da Nang,55205
2021-03-01,ELT,"TV, Speakers, MP3 players",Da Nang,56632
2021-02-01,ELT,"TV, Speakers, MP3 players",Da Nang,55231
2021-01-01,ELT,"Computers, Laptops",Da Nang,52761
2021-11-01,ELT,"Computers, Laptops",Da Nang,54345
2021-09-01,ELT,"Computers, Laptops",Da Nang,52958
2021-10-01,ELT,"Computers, Laptops",Da Nang,53649
2021-07-01,ELT,"Computers, Laptops",Da Nang,53196
2021-08-01,ELT,"Computers, Laptops",Da Nang,52670
2021-06-01,ELT,"Computers, Laptops",Da Nang,52901
2021-02-01,ELT,"Computers, Laptops",Da Nang,52108
2021-07-01,ELT,Tablets,Da Nang,52545
2021-08-01,ELT,Tablets,Da Nang,51699
2021-11-01,ELT,Tablets,Da Nang,53111
2021-10-01,ELT,Tablets,Da Nang,52680
2021-03-01,ELT,Tablets,Da Nang,52582
2021-05-01,ELT,Tablets,Da Nang,52536
2021-11-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,51973
2021-01-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,52196
2021-10-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,51609
2021-06-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,51586
2021-08-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,50774
2021-07-01,ELT,"Cameras, Video Cameras",Da Nang,51208
2021-01-01,ELT,"Cameras, Video Cameras",Da Nang,51515
2021-02-01,ELT,"Cameras, Video Cameras",Da Nang,51234
2021-09-01,ELT,"Cameras, Video Cameras",Da Nang,50604
2021-05-01,ELT,"Cameras, Video Cameras",Da Nang,51385
2021-08-01,ELT,"Cameras, Video Cameras",Da Nang,50693
2021-06-01,ELT,"Cameras, Video Cameras",Da Nang,51161
2021-04-01,GEN,Clothes,Da Nang,50990
2021-11-01,GEN,Clothes,Da Nang,51648
2021-08-01,GEN,Clothes,Da Nang,50393
2021-01-01,GEN,Clothes,Da Nang,51652
2021-01-01,GEN,Watch,Da Nang,51665
2021-11-01,GEN,Watch,Da Nang,51515
2021-09-01,GEN,Watch,Da Nang,50477
2021-05-01,GEN,Watch,Da Nang,51565
2021-02-01,GEN,Watch,Da Nang,51370
2021-10-01,GEN,Watch,Da Nang,51065
2021-07-01,GEN,Watch,Da Nang,51394
2021-03-01,GEN,Shoes,Da Nang,51336
2021-10-01,GEN,Shoes,Da Nang,50755
2021-09-01,GEN,Shoes,Da Nang,50296
2021-05-01,GEN,Shoes,Da Nang,51125
2021-01-01,GEN,Shoes,Da Nang,51813
2021-04-01,GEN,Shoes,Da Nang,51069
2021-08-01,GEN,Bags,Da Nang,50156
2021-07-01,GEN,Bags,Da Nang,50323
2021-10-01,GEN,Bags,Da Nang,50329
2022-06-01,ELT,"Computers, Laptops",Da Nang,52808
2022-06-01,ELT,Tablets,Da Nang,51955
2022-06-01,GEN,Watch,Da Nang,51393
2022-06-01,GEN,"FASHION, PERSONAL ITEMS",Da Nang,51777
2022-06-01,GEN,Shoes,Da Nang,51038
2022-06-01,ELT,"TV, Speakers, MP3 players",Da Nang,55181
2022-03-01,GEN,Clothes,TP HCM,58647
2022-03-01,ELT,"TV, Speakers, MP3 players",TP HCM,90321
2022-03-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,60580
2022-03-01,ELT,Mobile Phones,TP HCM,142538
2022-03-01,GEN,Shoes,TP HCM,58258
2022-03-01,ELT,"Cameras, Video Cameras",TP HCM,58175
2022-02-01,ELT,"Computers, Laptops",TP HCM,70988
2022-02-01,ELT,"Cameras, Video Cameras",TP HCM,57620
2022-02-01,GEN,Watch,TP HCM,59887
2022-02-01,ELT,Tablets,TP HCM,66053
2022-02-01,GEN,Perfume,TP HCM,51443
2021-12-01,ELT,"TV, Speakers, MP3 players",TP HCM,95155
2021-12-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,61058
2021-12-01,ELT,Tablets,TP HCM,70255
2021-12-01,ELT,"Computers, Laptops",TP HCM,78709
2021-12-01,GEN,Clothes,TP HCM,60942
2022-01-01,GEN,Other accessories,TP HCM,58241
2022-01-01,GEN,Bags,TP HCM,54224
2022-01-01,ELT,Tablets,TP HCM,67813
2022-01-01,ELT,"Computers, Laptops",TP HCM,71867
2022-01-01,GEN,Shoes,TP HCM,59304
2022-01-01,ELT,Mobile Phones,TP HCM,140767
2022-01-01,ELT,"Cameras, Video Cameras",TP HCM,58219
2022-01-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,60898
2022-04-01,ELT,"Computers, Laptops",TP HCM,73850
2022-04-01,GEN,Shoes,TP HCM,57847
2022-04-01,GEN,Watch,TP HCM,60509
2022-04-01,ELT,Tablets,TP HCM,66893
2022-05-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,59663
2022-05-01,GEN,Shoes,TP HCM,57671
2022-05-01,ELT,"Cameras, Video Cameras",TP HCM,58333
2022-05-01,GEN,Bags,TP HCM,54538
2022-05-01,ELT,"Computers, Laptops",TP HCM,72100
2022-05-01,GEN,Clothes,TP HCM,59158
2022-05-01,ELT,"TV, Speakers, MP3 players",TP HCM,89381
2021-07-01,GEN,Perfume,TP HCM,51105
2021-02-01,GEN,Perfume,TP HCM,51284
2021-04-01,GEN,Perfume,TP HCM,51504
2021-11-01,GEN,Perfume,TP HCM,51431
2021-06-01,GEN,Perfume,TP HCM,51320
2021-10-01,GEN,Perfume,TP HCM,50955
2021-05-01,GEN,Other accessories,TP HCM,58615
2021-06-01,GEN,Other accessories,TP HCM,57873
2021-10-01,GEN,Other accessories,TP HCM,55026
2021-04-01,GEN,Other accessories,TP HCM,57310
2021-01-01,GEN,Other accessories,TP HCM,58477
2021-03-01,GEN,Other accessories,TP HCM,59320
2021-08-01,GEN,Other accessories,TP HCM,54289
2021-09-01,GEN,Other accessories,TP HCM,52424
2021-10-01,ELT,ELECTRONICS,TP HCM,152376
2021-05-01,ELT,ELECTRONICS,TP HCM,149621
2021-04-01,ELT,ELECTRONICS,TP HCM,138254
2021-06-01,ELT,ELECTRONICS,TP HCM,140071
2021-09-01,ELT,ELECTRONICS,TP HCM,101571
2021-08-01,ELT,ELECTRONICS,TP HCM,98964
2021-03-01,ELT,ELECTRONICS,TP HCM,156736
2021-03-01,ELT,Mobile Phones,TP HCM,158983
2021-11-01,ELT,Mobile Phones,TP HCM,157392
2021-02-01,ELT,Mobile Phones,TP HCM,134483
2021-10-01,ELT,"TV, Speakers, MP3 players",TP HCM,84820
2021-04-01,ELT,"TV, Speakers, MP3 players",TP HCM,90353
2021-02-01,ELT,"TV, Speakers, MP3 players",TP HCM,87740
2021-01-01,ELT,"TV, Speakers, MP3 players",TP HCM,98152
2021-03-01,ELT,"Computers, Laptops",TP HCM,75495
2021-06-01,ELT,"Computers, Laptops",TP HCM,73527
2021-10-01,ELT,"Computers, Laptops",TP HCM,81026
2021-05-01,ELT,"Computers, Laptops",TP HCM,74778
2021-02-01,ELT,"Computers, Laptops",TP HCM,66516
2021-09-01,ELT,"Computers, Laptops",TP HCM,71524
2021-05-01,ELT,Tablets,TP HCM,69869
2021-03-01,ELT,Tablets,TP HCM,70106
2021-09-01,ELT,Tablets,TP HCM,64318
2021-11-01,ELT,Tablets,TP HCM,73119
2021-04-01,ELT,Tablets,TP HCM,66906
2021-01-01,ELT,Tablets,TP HCM,68385
2021-10-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,58653
2021-04-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,60620
2021-11-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,60325
2021-03-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,62637
2021-09-01,GEN,"FASHION, PERSONAL ITEMS",TP HCM,53927
2021-03-01,ELT,"Cameras, Video Cameras",TP HCM,61548
2021-08-01,ELT,"Cameras, Video Cameras",TP HCM,55004
2021-07-01,ELT,"Cameras, Video Cameras",TP HCM,57435
2021-01-01,ELT,"Cameras, Video Cameras",TP HCM,61337
2021-09-01,ELT,"Cameras, Video Cameras",TP HCM,54215
2021-05-01,ELT,"Cameras, Video Cameras",TP HCM,60038
2021-11-01,ELT,"Cameras, Video Cameras",TP HCM,58544
2021-09-01,GEN,Clothes,TP HCM,52125
2021-07-01,GEN,Clothes,TP HCM,55658
2021-03-01,GEN,Clothes,TP HCM,57771
2021-05-01,GEN,Clothes,TP HCM,57432
2021-11-01,GEN,Clothes,TP HCM,59984
2021-02-01,GEN,Clothes,TP HCM,56062
2021-08-01,GEN,Clothes,TP HCM,53143
2021-04-01,GEN,Watch,TP HCM,60023
2021-09-01,GEN,Watch,TP HCM,54082
2021-05-01,GEN,Watch,TP HCM,60765
2021-01-01,GEN,Watch,TP HCM,61510
2021-11-01,GEN,Shoes,TP HCM,57717
2021-06-01,GEN,Shoes,TP HCM,56363
2021-04-01,GEN,Shoes,TP HCM,57906
2021-03-01,GEN,Bags,TP HCM,54403
2021-11-01,GEN,Bags,TP HCM,54090
2021-07-01,GEN,Bags,TP HCM,52850
2021-02-01,GEN,Bags,TP HCM,53221
2022-06-01,ELT,"Computers, Laptops",TP HCM,72524
2022-06-01,ELT,"Cameras, Video Cameras",TP HCM,58491
2022-06-01,ELT,Tablets,TP HCM,66689
2022-06-01,GEN,Other accessories,TP HCM,56827
2022-06-01,GEN,Shoes,TP HCM,57852
2022-06-01,ELT,ELECTRONICS,TP HCM,133043
2022-06-01,GEN,Clothes,TP HCM,58295
2021-10-01,GEN,Mom & Babies,Ha Noi,50003
2021-08-01,GEN,Mom & Babies,Ha Noi,50003
2022-02-01,GEN,Mom & Babies,TP HCM,50003
2022-03-01,GEN,Mom & Babies,TP HCM,50003
2022-04-01,GEN,Mom & Babies,TP HCM,50003
2021-11-01,GEN,Mom & Babies,TP HCM,50003
2021-03-01,GEN,Mom & Babies,TP HCM,50003
2021-09-01,GEN,Mom & Babies,TP HCM,50003
2021-07-01,GEN,Mom & Babies,TP HCM,50003
2022-06-01,GEN,Mom & Babies,TP HCM,50003
